Domain,Area,Element,Item,Year,Value
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","104947.945161"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","116322.520539"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","120242.807877"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","127922.212284"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","138493.546364"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","122775.53013"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","133763.166362"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","127840.322127"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","145168.409767"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","158560.223544"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","164354.523071"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","156249.681356"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","130256.897386"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","158944.22639"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","147879.26758"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","153301.309463"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","201135.274844"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","189911.75581"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","168753.101124"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","144230.09865"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","170508.356274"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","163057.33079"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","145457.798487"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","166381.549139"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","179505.833321"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","146997.398683"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","195585.014508"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","128924.469499"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","162511.83142"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","165487.608784"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","153559.703901"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","133527.609816"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","113446.903645"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","127677.846836"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","95013.135764"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","127174.108184"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","130682.987205"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","114189.4614"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","110155.637112"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","130048.74631"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","108421.588577"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","123400.635868"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","294.60881"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","254.479371"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","237.51408"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","238.166591"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","235.882802"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","225.442622"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","286.126165"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","360.512442"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","654.468742"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","669.150244"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","661.320109"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","708.953427"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","721.677396"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","726.244975"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","745.494055"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","739.295199"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","194.44834"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","246.322981"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","260.025716"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","275.685985"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","358.881164"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","509.937509"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","516.788877"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","664.25641"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","979.843455"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","984.574162"
"Value of Agricultural Production","Azerbaijan","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","1008.097191"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","1192.464233"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","1193.442999"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","1194.421766"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","1195.400962"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","1196.380569"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","1197.360812"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","1198.337465"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","1199.316348"
"Value of Agricultural Production","Bahamas","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","1200.295231"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","3262.55604"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","4893.83406"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","5546.345268"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","6525.11208"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","6525.11208"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","2936.300436"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","3262.55604"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","3262.55604"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","3327.807161"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","3980.318369"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","3490.934963"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","2642.670392"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","2663.550751"
"Value of Agricultural Production","Bangladesh","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","2516.083218"
